trade_id,entry_time,exit_time,decision,entry_price,exit_price,position_size,leverage,stop_loss,take_profit,pnl,pnl_pct,holding_period,reason,setup_quality,confluence_score,liquidity_sweep
SOLUSDT_1758081600,2025-09-17 04:00:00,2025-09-17 22:00:00,BUY,233.79709197935853,240.73381566165196,26.944040317107973,2,228.10290619244068,240.87,204.46702838180664,1.622898896243051,0 days 18:00:00,TAKE_PROFIT,OB,0.7435897435897436,False
SOLUSDT_1758250800,2025-09-19 03:00:00,2025-09-19 10:00:00,BUY,245.06318468341232,242.0787612069555,27.00878467892354,2,239.2640949763093,253.49,-76.60209353321258,-0.5786654164149846,0 days 07:00:00,TREND_REVERSAL,OB,0.6666666666666666,False
SOLUSDT_1758254400,2025-09-19 04:00:00,2025-09-19 10:00:00,BUY,245.04333756316856,242.0787612069555,26.864917079393503,2,239.21523104943006,253.49,-76.97801316820332,-0.5846666183908498,0 days 06:00:00,TREND_REVERSAL,OB,0.6666666666666666,False
SOLUSDT_1758272400,2025-09-19 09:00:00,2025-09-19 14:00:00,BUY,242.881722930971,239.24552064529658,45.326853926603995,2,239.3756207087003,253.49,-162.54986993106084,-0.7382546979858939,0 days 05:00:00,STOP_LOSS,OB,0.6190476190476191,False
SOLUSDT_1758445200,2025-09-21 09:00:00,2025-09-21 22:00:00,BUY,238.50588982303,235.70516056457828,58.09610885268673,2,235.830053090998,241.73,-137.7051118302714,-0.4969056250194989,0 days 13:00:00,STOP_LOSS,OB,0.5,False
SOLUSDT_1758448800,2025-09-21 10:00:00,2025-09-21 22:00:00,BUY,238.38579769281358,235.7147948099745,61.17356350833111,2,235.8396921559267,241.73,-139.9967526030652,-0.48000284151290884,0 days 12:00:00,STOP_LOSS,OB,0.5,False
SOLUSDT_1758466800,2025-09-21 15:00:00,2025-09-22 00:00:00,BUY,237.90540326599006,234.63992802207412,49.09500664314206,2,234.76602020298554,241.73,-148.57443402776877,-0.63602247132842,0 days 09:00:00,STOP_LOSS,OB,0.5,False
SOLUSDT_1758628800,2025-09-23 12:00:00,2025-09-24 03:00:00,SELL,219.61760415865945,212.40134998273868,26.71078660032205,2,225.03775240216908,212.28,205.73447578522422,1.7535705837988687,0 days 15:00:00,TAKE_PROFIT,OB,0.5555555555555556,False
SOLUSDT_1758643200,2025-09-23 16:00:00,2025-09-24 03:00:00,SELL,220.1667419597426,212.40134998273868,28.73161313674474,2,225.21391207721655,212.28,232.05752695150446,1.8342306155430137,0 days 11:00:00,TAKE_PROFIT,OB,0.5555555555555556,False
SOLUSDT_1758902400,2025-09-26 16:00:00,2025-09-28 09:00:00,SELL,199.33395001783654,200.7077308856906,23.576421926836893,2,205.7274946490324,190.72,2.3751087832362927,0.02526936578585044,1 days 17:00:00,TIME_EXPIRED_STALE,OB,0.5555555555555556,False
SOLUSDT_1759222800,2025-09-30 09:00:00,2025-10-01 08:00:00,BUY,205.91282253794168,214.55913163333128,34.28688280823741,2,201.48323861749898,214.68,323.16481818002217,2.288667403327664,0 days 23:00:00,TAKE_PROFIT,OB,0.7777777777777778,False
SOLUSDT_1759226400,2025-09-30 10:00:00,2025-10-01 08:00:00,BUY,206.56296378523155,214.55913163333128,30.1255923586687,2,201.53836443053476,214.68,263.19513122234866,2.1147537512269077,0 days 22:00:00,TAKE_PROFIT,OB,0.7777777777777778,False
SOLUSDT_1759230000,2025-09-30 11:00:00,2025-10-01 08:00:00,BUY,207.0429974434293,214.55913163333128,27.755347817823896,2,201.60026697121086,214.68,228.06774490346942,1.9843882741745082,0 days 21:00:00,TAKE_PROFIT,OB,0.7777777777777778,False
